id,member_id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_amnt,loan_status
728741,924451.0,10000.0, 36 months, 14.17%,342.61,C,C5,< 1 year,RENT,59000.0,Not Verified,debt_consolidation,8.01,0.0,1.0,7.0,0.0,5882.0,68.4%,8.0,7552.15,Fully Paid
728670,924365.0,8000.0, 36 months, 15.28%,278.43,D,D3,7 years,RENT,70000.0,Source Verified,debt_consolidation,11.91,1.0,2.0,7.0,0.0,6665.0,76.6%,29.0,278.43,Charged Off
723785,918815.0,25000.0, 60 months, 18.25%,638.25,F,F1,5 years,MORTGAGE,102000.0,Verified,debt_consolidation,18.32,0.0,1.0,21.0,0.0,46003.0,55.4%,45.0,6041.93,Fully Paid
728579,924271.0,5000.0, 36 months, 10.74%,163.08,B,B4,4 years,OWN,65544.0,Verified,other,20.89,0.0,2.0,10.0,1.0,11466.0,83.1%,25.0,2162.55,Fully Paid
728590,924282.0,26025.0, 60 months, 17.14%,648.75,E,E3,8 years,MORTGAGE,78636.0,Source Verified,debt_consolidation,1.75,0.0,0.0,12.0,0.0,1374.0,6.7%,27.0,23405.1,Fully Paid
728605,924296.0,30000.0, 60 months, 14.17%,700.7,C,C5,5 years,MORTGAGE,214992.0,Verified,debt_consolidation,5.74,0.0,5.0,9.0,0.0,18880.0,23.2%,28.0,33.54,Charged Off
727656,923192.0,5000.0, 36 months,  6.92%,154.21,A,A3,4 years,MORTGAGE,100000.0,Not Verified,major_purchase,14.16,1.0,0.0,14.0,0.0,34173.0,55.9%,35.0,2367.49,Fully Paid
726242,921586.0,14400.0, 60 months, 18.25%,367.63,F,F1,6 years,MORTGAGE,135996.0,Not Verified,debt_consolidation,21.32,0.0,3.0,15.0,0.0,20118.0,40.2%,33.0,367.3,Fully Paid
678910,867310.0,9000.0, 36 months, 14.54%,309.97,D,D1,10+ years,MORTGAGE,70000.0,Source Verified,other,18.66,0.0,3.0,4.0,0.0,7350.0,75%,23.0,925.1,Fully Paid
724957,920139.0,9600.0, 60 months, 13.06%,218.73,C,C2,10+ years,MORTGAGE,103000.0,Not Verified,car,2.55,0.0,3.0,16.0,1.0,12803.0,21.8%,51.0,4515.13,Fully Paid
728584,924276.0,11000.0, 36 months, 13.43%,372.92,C,C3,4 years,MORTGAGE,71000.0,Not Verified,home_improvement,22.04,0.0,3.0,20.0,0.0,19625.0,54.8%,50.0,8753.6,Fully Paid
725833,921141.0,25000.0, 60 months, 13.06%,569.6,C,C2,10+ years,MORTGAGE,45000.0,Verified,home_improvement,12.29,0.0,0.0,6.0,0.0,12893.0,75%,20.0,569.6,Charged Off
728485,924172.0,3900.0, 36 months,  7.29%,120.94,A,A4,,MORTGAGE,16800.0,Verified,other,7.64,0.0,1.0,16.0,0.0,3380.0,7.3%,27.0,3924.44,Fully Paid
728464,924151.0,30000.0, 60 months, 13.43%,689.22,C,C3,5 years,MORTGAGE,110000.0,Verified,credit_card,25.67,0.0,3.0,8.0,0.0,26791.0,80.7%,49.0,202.11,Charged Off
728482,924159.0,14400.0, 60 months, 16.77%,356.1,E,E2,5 years,OWN,125000.0,Verified,debt_consolidation,5.88,0.0,3.0,10.0,1.0,9168.0,84.9%,23.0,2089.47,Fully Paid
728453,924140.0,16000.0, 60 months, 18.25%,408.48,F,F1,< 1 year,RENT,39216.0,Not Verified,debt_consolidation,9.15,0.0,2.0,4.0,0.0,10114.0,64%,5.0,811.08,Fully Paid
728403,924087.0,15000.0, 36 months, 10.00%,484.01,B,B2,9 years,MORTGAGE,120000.0,Source Verified,home_improvement,8.49,0.0,3.0,8.0,0.0,10396.0,52.9%,50.0,515.88,Fully Paid
726520,921885.0,5000.0, 36 months,  5.79%,151.64,A,A2,2 years,RENT,60000.0,Not Verified,major_purchase,1.34,0.0,1.0,5.0,0.0,4818.0,13.8%,7.0,690.57,Fully Paid
726611,922035.0,21600.0, 60 months, 13.80%,500.36,C,C4,10+ years,RENT,77658.0,Verified,debt_consolidation,15.36,1.0,1.0,8.0,0.0,1123.0,8.4%,19.0,1180.86,Fully Paid
728363,924039.0,8100.0, 36 months,  5.42%,244.3,A,A1,,MORTGAGE,68069.0,Verified,debt_consolidation,8.41,0.0,0.0,12.0,0.0,4285.0,10.2%,29.0,266.43,Fully Paid
728245,923910.0,8000.0, 60 months, 10.37%,171.44,B,B3,10+ years,RENT,55000.0,Source Verified,debt_consolidation,2.99,0.0,0.0,6.0,1.0,5344.0,24.7%,15.0,7441.18,Fully Paid
728332,924006.0,12000.0, 60 months, 15.65%,289.59,D,D4,< 1 year,MORTGAGE,100000.0,Verified,other,6.43,0.0,2.0,9.0,0.0,6337.0,49.5%,23.0,5813.11,Fully Paid
728317,923988.0,4800.0, 36 months, 13.43%,162.73,C,C3,1 year,RENT,31000.0,Source Verified,wedding,11.03,0.0,3.0,6.0,0.0,2448.0,50%,8.0,2269.96,Fully Paid
728284,923949.0,7125.0, 36 months,  6.92%,219.74,A,A3,10+ years,RENT,70000.0,Verified,debt_consolidation,28.61,0.0,0.0,17.0,0.0,12955.0,21.2%,29.0,3171.31,Fully Paid
728268,916216.0,8000.0, 36 months, 14.54%,275.53,D,D1,10+ years,OWN,52680.0,Source Verified,home_improvement,19.02,1.0,2.0,16.0,0.0,160.0,15.1%,53.0,822.21,Fully Paid
728228,923887.0,5000.0, 60 months, 13.43%,114.87,C,C3,4 years,MORTGAGE,65000.0,Source Verified,major_purchase,17.93,0.0,1.0,2.0,0.0,0.0,10.08%,17.0,47.52,Fully Paid
728237,923897.0,18000.0, 60 months, 16.77%,445.13,E,E2,10+ years,MORTGAGE,65000.0,Verified,small_business,2.66,0.0,0.0,7.0,1.0,7723.0,41.3%,12.0,444.51,Fully Paid
728199,923807.0,6000.0, 36 months,  7.66%,187.08,A,A5,,MORTGAGE,54000.0,Verified,house,15.27,0.0,1.0,16.0,0.0,10260.0,34.4%,25.0,205.36,Fully Paid
728204,923812.0,6500.0, 60 months, 11.11%,141.69,B,B5,5 years,MORTGAGE,50000.0,Not Verified,other,9.0,0.0,2.0,4.0,0.0,188.0,1.1%,22.0,1902.64,Fully Paid
728173,923779.0,6000.0, 36 months, 14.91%,207.73,D,D2,,MORTGAGE,46800.0,Verified,debt_consolidation,10.05,0.0,0.0,7.0,1.0,2741.0,72.1%,25.0,221.12,Fully Paid
728170,923775.0,29700.0, 36 months, 11.11%,973.89,B,B5,10+ years,RENT,73000.0,Verified,debt_consolidation,26.45,0.0,0.0,5.0,0.0,195.0,2.5%,20.0,1016.5,Fully Paid
728143,923742.0,10000.0, 60 months, 10.37%,214.3,B,B3,9 years,MORTGAGE,133500.0,Verified,home_improvement,15.86,0.0,0.0,11.0,0.0,21070.0,15.3%,33.0,2487.68,Fully Paid
728135,923734.0,10000.0, 60 months, 12.68%,225.9,C,C1,8 years,MORTGAGE,120000.0,Verified,credit_card,10.02,0.0,0.0,8.0,0.0,18486.0,75.5%,17.0,27.55,Charged Off
728065,923661.0,10000.0, 60 months, 18.62%,257.32,F,F2,< 1 year,RENT,42000.0,Source Verified,debt_consolidation,11.31,0.0,1.0,9.0,0.0,9499.0,96.9%,15.0,5220.46,Fully Paid
728055,923649.0,8000.0, 36 months, 10.74%,260.93,B,B4,1 year,RENT,45000.0,Source Verified,debt_consolidation,15.28,0.0,0.0,14.0,0.0,8214.0,87.8%,21.0,276.27,Fully Paid
728052,923646.0,12000.0, 60 months, 15.65%,289.59,D,D4,10+ years,RENT,46000.0,Source Verified,other,9.39,0.0,2.0,8.0,1.0,2003.0,83.5%,25.0,289.59,Charged Off
728015,923603.0,16000.0, 60 months, 11.11%,348.76,B,B5,4 years,RENT,70000.0,Verified,wedding,1.03,0.0,0.0,9.0,0.0,1692.0,6.2%,19.0,5395.34,Fully Paid
725123,920334.0,7000.0, 36 months,  6.92%,215.89,A,A3,4 years,RENT,24000.0,Source Verified,moving,5.55,0.0,0.0,7.0,0.0,4949.0,11.8%,10.0,220.82,Fully Paid
727889,923446.0,5600.0, 36 months,  9.63%,179.73,B,B1,6 years,RENT,43860.0,Not Verified,other,11.03,0.0,0.0,5.0,0.0,13600.0,86.1%,15.0,2235.22,Fully Paid
727882,923438.0,12000.0, 36 months,  5.79%,363.93,A,A2,1 year,MORTGAGE,90000.0,Verified,debt_consolidation,23.29,0.0,1.0,11.0,0.0,20157.0,30.4%,32.0,386.26,Fully Paid
727870,923423.0,5600.0, 36 months, 12.68%,187.83,C,C1,4 years,RENT,24000.0,Source Verified,debt_consolidation,15.5,0.0,0.0,6.0,0.0,3426.0,41.8%,8.0,754.23,Fully Paid
727772,923319.0,3000.0, 36 months, 14.54%,103.33,D,D1,3 years,OWN,26400.0,Source Verified,other,10.18,0.0,0.0,5.0,0.0,1879.0,81.7%,8.0,105.65,Fully Paid
717968,912126.0,24000.0, 36 months, 17.14%,857.34,E,E3,< 1 year,RENT,53000.0,Verified,debt_consolidation,17.03,1.0,0.0,5.0,1.0,6770.0,96.7%,14.0,78.91,Fully Paid
727843,923393.0,10500.0, 60 months, 17.14%,261.75,E,E3,6 years,RENT,28308.8,Source Verified,debt_consolidation,14.07,0.0,2.0,19.0,0.0,10006.0,95.3%,43.0,7286.73,Fully Paid
727804,923352.0,5000.0, 36 months,  6.92%,154.21,A,A3,9 years,RENT,48000.0,Not Verified,debt_consolidation,14.93,0.0,1.0,8.0,0.0,4501.0,23.6%,16.0,58.07,Fully Paid
727797,923344.0,30000.0, 60 months, 11.11%,653.92,B,B5,10+ years,MORTGAGE,61200.0,Verified,home_improvement,0.08,0.0,0.0,4.0,0.0,127.0,0.2%,11.0,23805.87,Fully Paid
727741,923284.0,2400.0, 60 months, 14.17%,56.06,C,C5,4 years,MORTGAGE,52800.0,Verified,small_business,17.98,0.0,1.0,11.0,0.0,45762.0,84%,28.0,226.73,Fully Paid
704952,896958.0,16225.0, 60 months, 10.74%,350.68,B,B4,10+ years,MORTGAGE,70800.0,Source Verified,debt_consolidation,21.58,0.0,0.0,16.0,0.0,42248.0,27.4%,30.0,3049.91,Fully Paid
727724,923265.0,10000.0, 60 months, 15.28%,239.38,D,D3,5 years,RENT,38500.0,Source Verified,credit_card,23.1,0.0,0.0,9.0,0.0,10556.0,76.5%,21.0,2531.4,Fully Paid
727701,923241.0,7200.0, 36 months,  7.29%,223.28,A,A4,4 years,MORTGAGE,150000.0,Source Verified,major_purchase,6.57,0.0,0.0,5.0,0.0,59207.0,88.3%,24.0,4425.27,Fully Paid
727165,922656.0,4200.0, 36 months, 10.37%,136.26,B,B3,< 1 year,RENT,35000.0,Verified,small_business,18.31,0.0,0.0,4.0,0.0,5381.0,56.1%,10.0,1314.67,Fully Paid
727669,923206.0,16000.0, 60 months, 16.40%,392.5,E,E1,7 years,RENT,50000.0,Verified,debt_consolidation,21.48,0.0,0.0,7.0,0.0,4801.0,55.2%,10.0,78.75,Charged Off
727637,923170.0,18200.0, 60 months, 18.25%,464.64,F,F1,< 1 year,MORTGAGE,102500.0,Source Verified,debt_consolidation,8.7,0.0,0.0,15.0,0.0,25030.0,75.4%,18.0,464.56,Fully Paid
717270,911337.0,8000.0, 36 months,  7.29%,248.08,A,A4,3 years,MORTGAGE,86000.0,Not Verified,credit_card,2.53,0.0,2.0,5.0,0.0,10208.0,61.9%,21.0,1235.58,Fully Paid
727518,923037.0,18500.0, 60 months, 12.68%,417.91,C,C1,10+ years,MORTGAGE,55000.0,Verified,credit_card,24.26,0.0,0.0,8.0,0.0,15238.0,76.2%,23.0,417.91,Charged Off
723759,918786.0,21000.0, 60 months, 16.77%,519.32,E,E2,5 years,MORTGAGE,78000.0,Verified,debt_consolidation,9.85,0.0,0.0,14.0,0.0,6040.0,31.1%,15.0,120.7,Charged Off
727583,923109.0,5550.0, 60 months, 13.06%,126.46,C,C2,,OWN,16572.0,Not Verified,debt_consolidation,19.62,0.0,1.0,4.0,0.0,12966.0,83.7%,9.0,0.0,Charged Off
727547,923069.0,2500.0, 36 months, 14.54%,86.11,D,D1,1 year,RENT,31000.0,Not Verified,debt_consolidation,18.5,1.0,3.0,11.0,0.0,3080.0,49.7%,17.0,80.42,Fully Paid
727521,923040.0,8250.0, 60 months,  9.63%,173.79,B,B1,10+ years,MORTGAGE,46500.0,Not Verified,debt_consolidation,28.75,0.0,0.0,16.0,0.0,16638.0,26.2%,35.0,3257.8,Fully Paid
727469,922984.0,6000.0, 36 months,  7.29%,186.06,A,A4,< 1 year,OWN,30000.0,Source Verified,medical,4.84,0.0,0.0,11.0,0.0,875.0,17.9%,15.0,2853.89,Fully Paid
727524,923043.0,6000.0, 36 months,  5.79%,181.97,A,A2,4 years,RENT,51356.0,Not Verified,credit_card,11.54,0.0,0.0,7.0,0.0,10723.0,35.2%,15.0,210.14,Fully Paid
727537,923058.0,9000.0, 36 months,  7.29%,279.09,A,A4,6 years,MORTGAGE,41000.0,Not Verified,debt_consolidation,4.95,0.0,1.0,6.0,0.0,8274.0,88%,21.0,297.81,Fully Paid
726811,922260.0,12000.0, 36 months,  6.92%,370.09,A,A3,4 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,5.36,0.0,0.0,8.0,0.0,11998.0,40.8%,11.0,342.31,Fully Paid
727407,922915.0,12000.0, 60 months, 16.77%,296.75,E,E2,6 years,MORTGAGE,68947.2,Not Verified,debt_consolidation,20.42,0.0,0.0,20.0,0.0,9923.0,36%,50.0,7933.53,Fully Paid
727473,922988.0,6625.0, 36 months, 16.40%,234.23,E,E1,2 years,MORTGAGE,36000.0,Not Verified,debt_consolidation,23.1,1.0,0.0,25.0,0.0,181.0,8.6%,40.0,171.74,Fully Paid
727448,922960.0,16250.0, 60 months, 10.37%,348.24,B,B3,,MORTGAGE,55560.0,Source Verified,home_improvement,0.43,0.0,0.0,7.0,0.0,1236.0,6.1%,24.0,4649.15,Fully Paid
727422,922932.0,15000.0, 36 months,  7.66%,467.7,A,A5,2 years,MORTGAGE,125000.0,Verified,house,12.48,0.0,3.0,14.0,0.0,8030.0,19.9%,40.0,7338.11,Fully Paid
727426,922936.0,4000.0, 36 months,  9.63%,128.38,B,B1,1 year,MORTGAGE,48000.0,Not Verified,debt_consolidation,4.08,1.0,0.0,6.0,0.0,2667.0,58%,15.0,107.91,Fully Paid
727396,922903.0,35000.0, 60 months, 13.06%,797.44,C,C2,10+ years,RENT,118000.0,Verified,debt_consolidation,25.45,0.0,0.0,13.0,0.0,6351.0,11.3%,55.0,81.48,Charged Off
727397,922889.0,7000.0, 36 months, 10.74%,228.32,B,B4,6 years,RENT,55000.0,Verified,debt_consolidation,19.29,0.0,1.0,10.0,0.0,6372.0,85%,14.0,228.32,Charged Off
727221,922716.0,9000.0, 36 months, 11.11%,295.12,B,B5,4 years,RENT,27000.0,Not Verified,major_purchase,12.49,0.0,0.0,6.0,0.0,10910.0,56.5%,7.0,5921.05,Fully Paid
727324,922822.0,8000.0, 60 months, 10.37%,171.44,B,B3,5 years,RENT,25000.0,Not Verified,debt_consolidation,20.69,0.0,0.0,13.0,0.0,9002.0,31%,19.0,3203.34,Fully Paid
727050,922534.0,10000.0, 36 months,  7.29%,310.1,A,A4,8 years,MORTGAGE,70000.0,Not Verified,home_improvement,7.94,0.0,0.0,12.0,0.0,3181.0,16.5%,17.0,5036.39,Fully Paid
722953,917829.0,13000.0, 36 months, 10.74%,424.01,B,B4,2 years,MORTGAGE,37000.0,Source Verified,small_business,13.2,1.0,3.0,4.0,0.0,0.0,0%,13.0,424.01,Charged Off
717597,911689.0,15850.0, 60 months, 11.11%,345.49,B,B5,7 years,RENT,36000.0,Not Verified,vacation,28.37,0.0,0.0,10.0,0.0,25802.0,46%,16.0,26.24,Charged Off
727293,922788.0,15000.0, 36 months, 15.28%,522.04,D,D3,< 1 year,RENT,75000.0,Source Verified,small_business,9.89,0.0,1.0,9.0,0.0,7760.0,23.1%,22.0,522.8,Fully Paid
727224,922714.0,10000.0, 36 months,  7.29%,310.1,A,A4,5 years,RENT,99000.0,Not Verified,wedding,2.25,0.0,0.0,4.0,0.0,1540.0,45.3%,11.0,333.65,Fully Paid
725305,920530.0,10000.0, 60 months, 15.65%,241.33,D,D4,1 year,RENT,80000.0,Not Verified,debt_consolidation,16.25,1.0,1.0,9.0,0.0,17173.0,61.4%,36.0,241.33,Charged Off
727197,922689.0,4000.0, 36 months,  5.79%,121.31,A,A2,1 year,RENT,21000.0,Verified,major_purchase,6.17,0.0,1.0,7.0,0.0,73.0,0.7%,24.0,2437.93,Fully Paid
727157,922648.0,7500.0, 60 months, 17.14%,186.96,E,E3,10+ years,MORTGAGE,100000.0,Source Verified,credit_card,22.52,0.0,1.0,9.0,0.0,38646.0,96.9%,18.0,7608.63,Fully Paid
727166,922657.0,5000.0, 36 months,  7.29%,155.05,A,A4,10+ years,MORTGAGE,80000.0,Not Verified,debt_consolidation,20.34,1.0,0.0,13.0,0.0,15060.0,30.3%,33.0,1372.4,Fully Paid
726767,922210.0,4000.0, 36 months,  7.66%,124.72,A,A5,10+ years,MORTGAGE,120996.0,Source Verified,other,22.28,0.0,1.0,9.0,0.0,11781.0,61.4%,20.0,148.45,Fully Paid
727113,922604.0,6000.0, 36 months, 16.40%,212.13,E,E1,1 year,RENT,25000.0,Source Verified,moving,7.3,1.0,1.0,3.0,0.0,1695.0,80.7%,6.0,2905.96,Fully Paid
724975,920157.0,12000.0, 36 months, 10.37%,389.3,B,B3,3 years,RENT,47000.0,Verified,debt_consolidation,16.98,0.0,0.0,10.0,0.0,7489.0,65.1%,11.0,8163.09,Fully Paid
725919,921236.0,5000.0, 36 months,  9.63%,160.47,B,B1,9 years,MORTGAGE,66500.0,Not Verified,home_improvement,2.94,0.0,2.0,9.0,0.0,6218.0,49%,16.0,3915.56,Fully Paid
727063,922547.0,13000.0, 60 months, 11.11%,283.37,B,B5,5 years,MORTGAGE,36000.0,Source Verified,debt_consolidation,16.77,0.0,0.0,9.0,0.0,14957.0,70.6%,23.0,283.37,Charged Off
727058,922541.0,2700.0, 36 months, 10.74%,88.07,B,B4,10+ years,MORTGAGE,66000.0,Not Verified,small_business,14.44,0.0,1.0,6.0,0.0,20660.0,95.6%,20.0,1474.84,Fully Paid
727048,922532.0,8000.0, 36 months, 16.02%,281.34,D,D5,3 years,RENT,54000.0,Source Verified,other,14.69,0.0,0.0,6.0,0.0,2761.0,95.2%,9.0,858.95,Fully Paid
727052,922531.0,16000.0, 60 months, 11.11%,348.76,B,B5,9 years,OWN,160000.0,Verified,debt_consolidation,5.17,0.0,0.0,15.0,0.0,13236.0,45.2%,18.0,3404.07,Fully Paid
726965,922443.0,7875.0, 36 months,  7.66%,245.55,A,A5,10+ years,MORTGAGE,60000.0,Verified,credit_card,23.66,0.0,1.0,8.0,0.0,14256.0,48.2%,24.0,288.8,Fully Paid
723703,918718.0,6000.0, 36 months,  7.29%,186.06,A,A4,6 years,RENT,66400.0,Not Verified,major_purchase,20.8,0.0,1.0,13.0,0.0,13492.0,45.1%,26.0,202.98,Fully Paid
726906,922378.0,3000.0, 36 months,  7.29%,93.03,A,A4,8 years,MORTGAGE,40560.0,Not Verified,car,7.37,0.0,0.0,15.0,0.0,5904.0,21.1%,47.0,1344.56,Fully Paid
708116,900575.0,14000.0, 60 months, 13.43%,321.64,C,C3,3 years,RENT,36500.0,Source Verified,wedding,22.88,0.0,1.0,16.0,0.0,5562.0,36.6%,37.0,7569.35,Fully Paid
716404,910263.0,30000.0, 60 months, 16.77%,741.88,E,E2,8 years,MORTGAGE,81996.0,Not Verified,debt_consolidation,15.57,0.0,0.0,12.0,0.0,25502.0,91.8%,23.0,18366.05,Fully Paid
707703,900082.0,4800.0, 60 months, 18.25%,122.55,F,F1,< 1 year,RENT,35000.0,Source Verified,other,8.37,0.0,0.0,5.0,0.0,5072.0,95.7%,6.0,121.79,Fully Paid
710662,903434.0,16000.0, 36 months, 10.00%,516.28,B,B2,1 year,RENT,30000.0,Source Verified,debt_consolidation,10.24,0.0,0.0,5.0,1.0,9860.0,48.1%,28.0,3949.8,Fully Paid
726872,922341.0,6850.0, 36 months,  6.92%,211.26,A,A3,8 years,MORTGAGE,53000.0,Source Verified,debt_consolidation,12.93,0.0,0.0,8.0,0.0,17440.0,68.9%,14.0,217.56,Fully Paid
726815,922264.0,19200.0, 36 months,  7.66%,598.66,A,A5,1 year,RENT,75000.0,Source Verified,debt_consolidation,19.65,0.0,2.0,19.0,0.0,2378.0,12.2%,36.0,9152.09,Fully Paid
719103,913408.0,14000.0, 60 months, 14.91%,332.4,D,D2,10+ years,MORTGAGE,86000.0,Source Verified,other,10.34,0.0,3.0,13.0,1.0,19160.0,79.5%,21.0,10356.71,Fully Paid
726700,922135.0,3000.0, 36 months,  9.63%,96.29,B,B1,5 years,MORTGAGE,70000.0,Not Verified,small_business,8.66,0.0,2.0,14.0,0.0,12712.0,54.6%,30.0,101.76,Fully Paid
706684,898917.0,15000.0, 60 months, 12.68%,338.85,C,C1,< 1 year,RENT,105000.0,Verified,other,8.88,0.0,1.0,5.0,0.0,5330.0,13.5%,23.0,10924.36,Fully Paid
726783,922228.0,21850.0, 60 months, 10.37%,468.24,B,B3,5 years,MORTGAGE,50000.0,Verified,debt_consolidation,9.7,0.0,0.0,5.0,0.0,0.0,0%,14.0,467.92,Fully Paid
725667,920951.0,5100.0, 36 months, 10.37%,165.46,B,B3,8 years,MORTGAGE,59500.0,Source Verified,moving,15.54,0.0,1.0,8.0,0.0,5871.0,69.1%,26.0,169.37,Fully Paid
726764,922205.0,10000.0, 36 months, 13.43%,339.02,C,C3,3 years,MORTGAGE,30000.0,Source Verified,home_improvement,4.76,0.0,2.0,20.0,0.0,4034.0,59.3%,33.0,170.0,Charged Off
716335,910143.0,9275.0, 36 months,  7.29%,287.62,A,A4,4 years,MORTGAGE,44004.0,Verified,debt_consolidation,10.69,0.0,0.0,9.0,0.0,9710.0,38.5%,14.0,1153.59,Fully Paid
725428,920669.0,12000.0, 36 months, 10.37%,389.3,B,B3,< 1 year,RENT,43680.0,Source Verified,wedding,17.91,0.0,0.0,4.0,0.0,3208.0,64.2%,10.0,397.42,Fully Paid
726634,922059.0,11000.0, 36 months, 10.00%,354.94,B,B2,4 years,RENT,50000.0,Verified,debt_consolidation,7.15,0.0,1.0,16.0,0.0,8781.0,22.6%,25.0,377.53,Fully Paid
726602,922026.0,2400.0, 36 months,  7.66%,74.84,A,A5,5 years,RENT,44000.0,Source Verified,debt_consolidation,2.05,0.0,2.0,5.0,0.0,943.0,72.5%,9.0,1014.71,Fully Paid
726595,922016.0,7000.0, 36 months, 10.74%,228.32,B,B4,4 years,OWN,48000.0,Source Verified,debt_consolidation,6.92,0.0,0.0,9.0,0.0,4168.0,48.5%,11.0,245.11,Fully Paid
725930,921248.0,25000.0, 60 months, 13.80%,579.12,C,C4,10+ years,MORTGAGE,105000.0,Verified,wedding,16.27,0.0,3.0,10.0,0.0,17215.0,66.6%,33.0,551.2,Charged Off
726018,921342.0,4500.0, 36 months,  5.79%,136.48,A,A2,5 years,RENT,24000.0,Verified,home_improvement,20.7,0.0,0.0,5.0,0.0,285.0,3.7%,6.0,155.03,Fully Paid
726552,921970.0,12000.0, 36 months, 15.65%,419.82,D,D4,6 years,MORTGAGE,52000.0,Verified,debt_consolidation,21.74,0.0,3.0,9.0,0.0,14060.0,77.3%,18.0,867.66,Fully Paid
714874,908343.0,9175.0, 60 months, 16.40%,225.08,E,E1,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,20.42,1.0,3.0,13.0,0.0,53248.0,56.2%,25.0,8114.61,Fully Paid
722833,917700.0,3000.0, 36 months,  7.29%,93.03,A,A4,7 years,MORTGAGE,50400.0,Source Verified,car,0.0,0.0,2.0,4.0,0.0,0.0,0%,7.0,466.69,Fully Paid
724580,919705.0,11350.0, 60 months, 10.37%,243.23,B,B3,10+ years,MORTGAGE,66000.0,Verified,home_improvement,8.56,0.0,0.0,6.0,0.0,17848.0,73.4%,35.0,19.94,Fully Paid
726527,921891.0,3000.0, 36 months, 10.74%,97.85,B,B4,1 year,RENT,40000.0,Not Verified,debt_consolidation,6.63,0.0,0.0,10.0,0.0,5387.0,59.8%,14.0,104.33,Fully Paid
726513,921881.0,8000.0, 60 months, 16.77%,197.84,E,E2,7 years,RENT,55000.0,Not Verified,debt_consolidation,17.85,1.0,0.0,8.0,0.0,5762.0,44.3%,12.0,4777.36,Fully Paid
722880,917749.0,6700.0, 36 months, 10.37%,217.36,B,B3,3 years,RENT,28600.0,Not Verified,credit_card,23.41,1.0,0.0,16.0,0.0,7532.0,81%,19.0,222.48,Fully Paid
726070,921395.0,5000.0, 36 months, 15.65%,174.93,D,D4,3 years,MORTGAGE,25380.0,Source Verified,debt_consolidation,7.85,0.0,2.0,6.0,0.0,4287.0,73.9%,7.0,530.95,Fully Paid
726424,921787.0,12000.0, 36 months, 14.91%,415.46,D,D2,2 years,RENT,81744.0,Source Verified,debt_consolidation,17.2,1.0,0.0,8.0,0.0,5608.0,86.3%,25.0,437.86,Fully Paid
718574,912811.0,15000.0, 36 months, 10.00%,484.01,B,B2,8 years,MORTGAGE,52000.0,Not Verified,debt_consolidation,11.26,0.0,0.0,9.0,0.0,5383.0,24.2%,23.0,1000.78,Fully Paid
726423,921786.0,24000.0, 36 months, 14.91%,830.92,D,D2,1 year,MORTGAGE,95000.0,Verified,major_purchase,21.94,0.0,0.0,14.0,0.0,20130.0,55.8%,18.0,17992.67,Fully Paid
724521,919642.0,4200.0, 36 months,  6.92%,129.54,A,A3,< 1 year,RENT,30000.0,Source Verified,debt_consolidation,6.04,0.0,0.0,8.0,0.0,4736.0,36.7%,12.0,1630.13,Fully Paid
716478,910357.0,4800.0, 60 months, 17.88%,121.58,E,E5,4 years,MORTGAGE,72000.0,Source Verified,credit_card,14.32,0.0,2.0,6.0,0.0,2306.0,45.2%,16.0,1752.35,Fully Paid
716159,909938.0,6000.0, 60 months, 10.37%,128.58,B,B3,3 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,9.44,0.0,0.0,7.0,0.0,0.0,0%,34.0,4763.14,Fully Paid
726345,921700.0,7000.0, 36 months, 11.11%,229.54,B,B5,< 1 year,OWN,60000.0,Not Verified,credit_card,15.02,1.0,3.0,10.0,0.0,7940.0,41.2%,43.0,938.5,Fully Paid
726324,921679.0,35000.0, 60 months, 15.65%,844.64,D,D4,6 years,MORTGAGE,175000.0,Verified,debt_consolidation,10.78,0.0,1.0,8.0,0.0,40938.0,58.2%,34.0,15172.06,Fully Paid
724040,919104.0,1000.0, 36 months, 11.11%,32.8,B,B5,3 years,OWN,16800.0,Not Verified,car,4.71,0.0,1.0,14.0,0.0,3096.0,88.5%,24.0,546.33,Fully Paid
724717,919869.0,12000.0, 36 months, 11.11%,393.5,B,B5,2 years,RENT,30000.0,Source Verified,other,19.56,1.0,0.0,6.0,0.0,2321.0,39.3%,8.0,5566.97,Fully Paid
726272,921618.0,8000.0, 36 months,  7.66%,249.44,A,A5,< 1 year,RENT,57600.0,Source Verified,car,0.52,0.0,1.0,9.0,0.0,1832.0,11.3%,16.0,11.17,Fully Paid
726335,921684.0,12000.0, 36 months, 11.11%,393.5,B,B5,4 years,RENT,36000.0,Verified,wedding,0.77,0.0,0.0,3.0,0.0,371.0,30.9%,12.0,393.5,Charged Off
726304,921655.0,3000.0, 36 months, 10.37%,97.33,B,B3,10+ years,MORTGAGE,113316.0,Source Verified,car,21.71,0.0,2.0,14.0,0.0,30951.0,83.7%,53.0,2585.59,Fully Paid
